"time";"frequency"
1.0739;0
1.0797;0
1.0855;0
1.0913;0
1.0971;0
1.1029;0
1.1088;0
1.1146;0
1.1204;0
1.1262;0
1.132;0
1.1378;0
1.1436;0
1.1494;0
1.1552;0
1.161;0
1.1668;0
1.1726;0
1.1784;0
1.1842;0
1.19;0
1.1958;0
1.2016;0
1.2074;0
1.2132;0
1.219;0
1.2249;0
1.2307;0
1.2365;0
1.2423;0
1.2481;0
1.2539;0
1.2597;0
1.2655;0
1.2713;0
1.2771;0
1.2829;0
1.2887;0
1.2945;0
1.3003;0
1.3061;0
1.3119;0
1.3177;0
1.3235;0
1.3293;0
1.3351;0
1.341;0
1.3468;0
1.3526;0
1.3584;0
1.3642;0
1.37;0
1.3758;0
1.3816;0
1.3874;0
1.3932;0
1.399;0
1.4048;0
1.4106;0
1.4164;0
1.4222;0
1.428;0
1.4338;0
1.4396;176.64
1.4454;178.7
1.4512;182.87
1.4571;180.77
1.4629;176.64
1.4687;177.67
1.4745;181.82
1.4803;186.07
1.4861;190.42
1.4919;194.87
1.4977;199.42
1.5035;204.09
1.5093;208.86
1.5151;213.74
1.5209;218.73
1.5267;223.85
1.5325;227.76
1.5383;230.4
1.5441;231.74
1.5499;233.08
1.5557;233.08
1.5615;234.43
1.5673;235.79
1.5732;235.79
1.579;235.79
1.5848;235.79
1.5906;237.16
1.5964;237.16
1.6022;238.53
1.608;241.3
1.6138;242.7
1.6196;244.11
1.6254;245.52
1.6312;246.94
1.637;248.37
1.6428;248.37
1.6486;248.37
1.6544;246.94
1.6602;245.52
1.666;244.11
1.6718;242.7
1.6776;241.3
1.6834;239.91
1.6893;238.53
1.6951;235.79
1.7009;234.43
1.7067;233.08
1.7125;233.08
1.7183;233.08
1.7241;234.43
1.7299;235.79
1.7357;237.16
1.7415;237.16
1.7473;238.53
1.7531;239.91
1.7589;241.3
1.7647;242.7
1.7705;244.11
1.7763;245.52
1.7821;246.94
1.7879;248.37
1.7937;248.37
1.7995;249.81
1.8054;249.81
1.8112;248.37
1.817;248.37
1.8228;246.94
1.8286;245.52
1.8344;244.11
1.8402;241.3
1.846;238.53
1.8518;237.16
1.8576;238.53
1.8634;239.91
1.8692;241.3
1.875;242.7
1.8808;242.7
1.8866;242.7
1.8924;242.7
1.8982;244.11
1.904;244.11
1.9098;244.11
1.9156;244.11
1.9215;245.52
1.9273;245.52
1.9331;245.52
1.9389;245.52
1.9447;244.11
1.9505;244.11
1.9563;242.7
1.9621;242.7
1.9679;242.7
1.9737;241.3
1.9795;241.3
1.9853;241.3
1.9911;239.91
1.9969;239.91
2.0027;239.91
2.0085;238.53
2.0143;238.53
2.0201;239.91
2.0259;239.91
2.0317;239.91
2.0376;241.3
2.0434;241.3
2.0492;241.3
2.055;241.3
2.0608;241.3
2.0666;239.91
2.0724;234.43
2.0782;230.4
2.084;226.45
2.0898;225.14
2.0956;225.14
2.1014;225.14
2.1072;226.45
2.113;230.4
2.1188;234.43
2.1246;235.79
2.1304;238.53
2.1362;241.3
2.142;242.7
2.1478;244.11
2.1537;244.11
2.1595;244.11
2.1653;244.11
2.1711;242.7
2.1769;241.3
2.1827;239.91
2.1885;237.16
2.1943;235.79
2.2001;233.08
2.2059;233.08
2.2117;233.08
2.2175;234.43
2.2233;237.16
2.2291;239.91
2.2349;242.7
2.2407;245.52
2.2465;248.37
2.2523;249.81
2.2581;249.81
2.2639;249.81
2.2698;248.37
2.2756;248.37
2.2814;248.37
2.2872;248.37
2.293;248.37
2.2988;249.81
2.3046;249.81
2.3104;251.26
2.3162;251.26
2.322;251.26
2.3278;251.26
2.3336;251.26
2.3394;251.26
2.3452;252.71
2.351;252.71
2.3568;252.71
2.3626;252.71
2.3684;252.71
2.3742;252.71
2.38;254.18
2.3859;254.18
2.3917;254.18
2.3975;260.12
2.4033;266.2
2.4091;0
2.4149;0
2.4207;0
2.4265;0
2.4323;0
2.4381;0
2.4439;0
2.4497;0
2.4555;0
2.4613;0
2.4671;0
2.4729;0
2.4787;0
2.4845;0
2.4903;0
2.4961;0
2.502;0
2.5078;0
2.5136;0
2.5194;0
2.5252;0
2.531;0
2.5368;0
2.5426;0
2.5484;0
2.5542;300.53
2.56;300.53
2.5658;300.53
2.5716;293.66
2.5774;286.96
2.5832;293.66
2.589;300.53
2.5948;307.55
2.6006;309.34
2.6064;312.93
2.6122;314.74
2.618;316.57
2.6239;314.74
2.6297;312.93
2.6355;309.34
2.6413;309.34
2.6471;309.34
2.6529;307.55
2.6587;305.78
2.6645;304.02
2.6703;304.02
2.6761;304.02
2.6819;302.27
2.6877;298.8
2.6935;297.08
2.6993;297.08
2.7051;297.08
2.7109;298.8
2.7167;302.27
2.7225;305.78
2.7283;307.55
2.7341;311.13
2.74;314.74
2.7458;316.57
2.7516;318.4
2.7574;320.24
2.7632;322.1
2.769;322.1
2.7748;323.96
2.7806;323.96
2.7864;323.96
2.7922;323.96
2.798;323.96
2.8038;323.96
2.8096;325.84
2.8154;325.84
2.8212;325.84
2.827;327.73
2.8328;327.73
2.8386;327.73
2.8444;327.73
2.8502;327.73
2.8561;327.73
2.8619;327.73
2.8677;327.73
2.8735;327.73
2.8793;327.73
2.8851;325.84
2.8909;325.84
2.8967;327.73
2.9025;327.73
2.9083;327.73
2.9141;327.73
2.9199;327.73
2.9257;327.73
2.9315;327.73
2.9373;327.73
2.9431;327.73
2.9489;327.73
2.9547;325.84
2.9605;325.84
2.9663;325.84
2.9722;325.84
2.978;325.84
2.9838;325.84
2.9896;325.84
2.9954;325.84
3.0012;325.84
3.007;325.84
3.0128;325.84
3.0186;325.84
3.0244;325.84
3.0302;325.84
3.036;325.84
3.0418;325.84
3.0476;325.84
3.0534;325.84
3.0592;323.96
3.065;323.96
3.0708;323.96
3.0766;322.1
3.0824;322.1
3.0883;320.24
3.0941;320.24
3.0999;318.4
3.1057;318.4
3.1115;318.4
3.1173;318.4
3.1231;316.57
3.1289;314.74
3.1347;312.93
3.1405;311.13
3.1463;307.55
3.1521;305.78
3.1579;302.27
3.1637;300.53
3.1695;298.8
3.1753;298.8
3.1811;298.8
3.1869;297.08
3.1927;297.08
3.1985;298.8
3.2044;298.8
3.2102;297.08
3.216;297.08
3.2218;297.08
3.2276;295.37
3.2334;295.37
3.2392;293.66
3.245;291.97
3.2508;290.29
3.2566;288.62
3.2624;285.3
3.2682;282.03
3.274;278.79
3.2798;275.59
3.2856;272.42
3.2914;267.74
3.2972;264.67
3.303;260.12
3.3088;258.62
3.3146;255.65
3.3205;255.65
3.3263;254.18
3.3321;251.26
3.3379;249.81
3.3437;246.94
3.3495;245.52
3.3553;242.7
3.3611;241.3
3.3669;241.3
3.3727;239.91
3.3785;239.91
3.3843;239.91
3.3901;239.91
3.3959;239.91
3.4017;239.91
3.4075;241.3
3.4133;241.3
3.4191;242.7
3.4249;244.11
3.4307;244.11
3.4366;245.52
3.4424;245.52
3.4482;246.94
3.454;246.94
3.4598;246.94
3.4656;248.37
3.4714;248.37
3.4772;248.37
3.483;248.37
3.4888;248.37
3.4946;246.94
3.5004;246.94
3.5062;246.94
3.512;245.52
3.5178;245.52
3.5236;245.52
3.5294;244.11
3.5352;244.11
3.541;244.11
3.5468;244.11
3.5527;244.11
3.5585;242.7
3.5643;242.7
3.5701;241.3
3.5759;241.3
3.5817;241.3
3.5875;241.3
3.5933;241.3
3.5991;241.3
3.6049;241.3
3.6107;242.7
3.6165;242.7
3.6223;242.7
3.6281;242.7
3.6339;242.7
3.6397;242.7
3.6455;242.7
3.6513;242.7
3.6571;242.7
3.6629;242.7
3.6688;242.7
3.6746;244.11
3.6804;244.11
3.6862;244.11
3.692;245.52
3.6978;245.52
3.7036;246.94
3.7094;248.37
3.7152;248.37
3.721;248.37
3.7268;248.37
3.7326;246.94
3.7384;246.94
3.7442;246.94
3.75;246.94
3.7558;245.52
3.7616;245.52
3.7674;244.11
3.7732;244.11
3.779;242.7
3.7849;242.7
3.7907;242.7
3.7965;241.3
3.8023;241.3
3.8081;242.7
3.8139;242.7
3.8197;242.7
3.8255;244.11
3.8313;245.52
3.8371;246.94
3.8429;248.37
3.8487;251.26
3.8545;252.71
3.8603;254.18
3.8661;257.13
3.8719;258.62
3.8777;260.12
3.8835;258.62
3.8893;257.13
3.8951;252.71
3.901;249.81
3.9068;244.11
3.9126;241.3
3.9184;237.16
3.9242;235.79
3.93;235.79
3.9358;235.79
3.9416;235.79
3.9474;235.79
3.9532;237.16
3.959;237.16
3.9648;238.53
3.9706;239.91
3.9764;239.91
3.9822;241.3
3.988;242.7
3.9938;242.7
3.9996;244.11
4.0054;244.11
4.0112;244.11
4.0171;244.11
4.0229;244.11
4.0287;242.7
4.0345;241.3
4.0403;239.91
4.0461;238.53
4.0519;237.16
4.0577;237.16
4.0635;238.53
4.0693;238.53
4.0751;239.91
4.0809;239.91
4.0867;239.91
4.0925;239.91
4.0983;239.91
4.1041;239.91
4.1099;239.91
4.1157;241.3
4.1215;241.3
4.1273;242.7
4.1332;242.7
4.139;244.11
4.1448;244.11
4.1506;245.52
4.1564;245.52
4.1622;246.94
4.168;246.94
4.1738;249.81
4.1796;255.65
4.1854;258.62
4.1912;0
4.197;0
4.2028;0
4.2086;0
4.2144;0
4.2202;0
4.226;0
4.2318;0
4.2376;0
4.2434;0
4.2493;0
4.2551;0
4.2609;0
4.2667;0
4.2725;0
4.2783;264.67
4.2841;263.14
4.2899;257.13
4.2957;251.26
4.3015;245.52
4.3073;239.91
4.3131;235.79
4.3189;233.08
4.3247;230.4
4.3305;229.08
4.3363;227.76
4.3421;227.76
4.3479;226.45
4.3537;226.45
4.3595;226.45
4.3654;227.76
4.3712;227.76
4.377;227.76
4.3828;227.76
4.3886;227.76
4.3944;229.08
4.4002;229.08
4.406;229.08
4.4118;230.4
4.4176;233.08
4.4234;234.43
4.4292;237.16
4.435;238.53
4.4408;239.91
4.4466;239.91
4.4524;241.3
4.4582;241.3
4.464;241.3
4.4698;241.3
4.4756;241.3
4.4815;239.91
4.4873;238.53
4.4931;237.16
4.4989;234.43
4.5047;233.08
4.5105;231.74
4.5163;229.08
4.5221;227.76
4.5279;226.45
4.5337;225.14
4.5395;223.85
4.5453;221.27
4.5511;220
4.5569;218.73
4.5627;217.47
4.5685;216.22
4.5743;216.22
4.5801;216.22
4.5859;214.98
4.5917;216.22
4.5976;214.98
4.6034;211.28
4.6092;0
4.615;0
4.6208;0
4.6266;0
4.6324;0
4.6382;0
4.644;0
4.6498;0
4.6556;0
4.6614;0
4.6672;0
4.673;0
4.6788;208.86
4.6846;210.07
4.6904;212.51
4.6962;216.22
4.702;217.47
4.7078;220
4.7137;221.27
4.7195;222.56
4.7253;222.56
4.7311;222.56
4.7369;221.27
4.7427;220
4.7485;218.73
4.7543;218.73
4.7601;217.47
4.7659;217.47
4.7717;217.47
4.7775;216.22
4.7833;216.22
4.7891;216.22
4.7949;217.47
4.8007;217.47
4.8065;217.47
4.8123;218.73
4.8181;218.73
4.8239;218.73
4.8298;218.73
4.8356;218.73
4.8414;218.73
4.8472;217.47
4.853;217.47
4.8588;216.22
4.8646;214.98
4.8704;213.74
4.8762;213.74
4.882;212.51
4.8878;210.07
4.8936;207.65
4.8994;205.27
4.9052;200.58
4.911;196
4.9168;192.63
4.9226;0
4.9284;0
4.9342;0
4.94;0
4.9459;0
4.9517;0
4.9575;0
4.9633;0
4.9691;0
4.9749;0
4.9807;0
4.9865;0
4.9923;0
4.9981;0
5.0039;0
5.0097;0
5.0155;0
5.0213;0
5.0271;0
5.0329;0
5.0387;0
5.0445;0
5.0503;154.67
5.0561;156.46
5.062;157.37
5.0678;158.28
5.0736;158.28
5.0794;159.2
5.0852;159.2
5.091;159.2
5.0968;160.12
5.1026;161.05
5.1084;161.05
5.1142;161.05
5.12;161.05
5.1258;160.12
5.1316;160.12
5.1374;159.2
5.1432;159.2
5.149;160.12
5.1548;161.05
5.1606;161.98
5.1664;162.92
5.1722;163.86
5.178;165.77
5.1839;167.69
5.1897;169.64
5.1955;171.61
5.2013;173.61
5.2071;175.63
5.2129;177.67
5.2187;179.73
5.2245;180.77
5.2303;182.87
5.2361;183.93
5.2419;185
5.2477;186.07
5.2535;187.15
5.2593;188.23
5.2651;188.23
5.2709;188.23
5.2767;188.23
5.2825;188.23
5.2883;188.23
5.2941;188.23
5.3;187.15
5.3058;187.15
5.3116;186.07
5.3174;185
5.3232;185
5.329;185
5.3348;185
5.3406;185
5.3464;186.07
5.3522;186.07
5.358;186.07
5.3638;187.15
5.3696;187.15
5.3754;187.15
5.3812;188.23
5.387;188.23
5.3928;188.23
5.3986;188.23
5.4044;187.15
5.4102;186.07
5.4161;185
5.4219;185
5.4277;185
5.4335;185
5.4393;185
5.4451;186.07
5.4509;187.15
5.4567;188.23
5.4625;188.23
5.4683;189.32
5.4741;189.32
5.4799;189.32
5.4857;188.23
5.4915;188.23
5.4973;187.15
5.5031;186.07
5.5089;186.07
5.5147;185
5.5205;186.07
5.5263;186.07
5.5322;187.15
5.538;187.15
5.5438;186.07
5.5496;186.07
5.5554;185
5.5612;185
5.567;185
5.5728;185
5.5786;186.07
5.5844;187.15
5.5902;188.23
5.596;189.32
5.6018;190.42
5.6076;191.52
5.6134;192.63
5.6192;193.75
5.625;193.75
5.6308;193.75
5.6366;193.75
5.6424;193.75
5.6483;192.63
5.6541;192.63
5.6599;190.42
5.6657;188.23
5.6715;186.07
5.6773;183.93
5.6831;181.82
5.6889;180.77
5.6947;179.73
5.7005;179.73
5.7063;179.73
5.7121;180.77
5.7179;181.82
5.7237;182.87
5.7295;185
5.7353;187.15
5.7411;189.32
5.7469;191.52
5.7527;192.63
5.7585;194.87
5.7644;196
5.7702;196
5.776;196
5.7818;196
5.7876;196
5.7934;197.13
5.7992;197.13
5.805;196
5.8108;196
5.8166;193.75
5.8224;191.52
5.8282;189.32
5.834;187.15
5.8398;183.93
5.8456;181.82
5.8514;179.73
5.8572;178.7
5.863;178.7
5.8688;179.73
5.8746;181.82
5.8805;183.93
5.8863;185
5.8921;187.15
5.8979;187.15
5.9037;187.15
5.9095;186.07
5.9153;185
5.9211;183.93
5.9269;183.93
5.9327;182.87
5.9385;182.87
5.9443;182.87
5.9501;181.82
5.9559;181.82
5.9617;181.82
5.9675;181.82
5.9733;182.87
5.9791;183.93
5.9849;183.93
5.9907;185
5.9966;186.07
6.0024;188.23
6.0082;189.32
6.014;189.32
6.0198;189.32
6.0256;188.23
6.0314;187.15
6.0372;187.15
6.043;185
6.0488;183.93
6.0546;181.82
6.0604;179.73
6.0662;176.64
6.072;172.61
6.0778;0
6.0836;0
6.0894;0
6.0952;0
6.101;0
6.1068;0
6.1127;0
6.1185;0
6.1243;0
6.1301;0
6.1359;0
6.1417;0
6.1475;0
6.1533;0
6.1591;0
6.1649;0
6.1707;0
6.1765;0
6.1823;0
6.1881;0
6.1939;0
6.1997;0
6.2055;0
6.2113;0
6.2171;0
6.2229;0
6.2288;0
6.2346;0
6.2404;0
6.2462;0
6.252;0
6.2578;0
6.2636;0
6.2694;0
6.2752;0
6.281;0
6.2868;0
6.2926;0
6.2984;0
6.3042;0
6.31;0
6.3158;0
6.3216;0
6.3274;0
6.3332;0
6.339;0
6.3449;0
6.3507;0
6.3565;0
6.3623;0
6.3681;0
6.3739;0
6.3797;0
6.3855;0
6.3913;0
6.3971;0
6.4029;0
6.4087;0
6.4145;0
6.4203;0
6.4261;0
6.4319;0
6.4377;0
6.4435;0
6.4493;0
6.4551;0
6.461;0
6.4668;0
6.4726;0
6.4784;0
6.4842;0
6.49;0
6.4958;0
6.5016;0
6.5074;0
6.5132;0
6.519;0
6.5248;0
6.5306;0
6.5364;0
6.5422;0
6.548;0
6.5538;0
6.5596;0
6.5654;0
6.5712;0
6.5771;0
6.5829;0
6.5887;0
6.5945;0
6.6003;0
6.6061;0
6.6119;0
6.6177;0
6.6235;0
6.6293;0
6.6351;0
6.6409;0
6.6467;0
6.6525;0
6.6583;0
6.6641;0
6.6699;0
6.6757;0
6.6815;0
6.6873;0
6.6932;0
6.699;0
6.7048;0
6.7106;0
6.7164;0
6.7222;0
6.728;0
6.7338;0
6.7396;0
6.7454;0
6.7512;0
6.757;0
6.7628;0
6.7686;0
6.7744;0
6.7802;0
6.786;0
6.7918;0
6.7976;0
6.8034;0
6.8093;0
6.8151;0
6.8209;0
6.8267;0
6.8325;0
6.8383;0
6.8441;0
6.8499;0
6.8557;0
6.8615;0
6.8673;0
6.8731;0
6.8789;0
6.8847;0
6.8905;0
6.8963;0
6.9021;0
6.9079;0
6.9137;0
6.9195;0
6.9254;0
6.9312;0
6.937;0
6.9428;0
6.9486;0
6.9544;0
6.9602;0
6.966;0
6.9718;0
6.9776;0
6.9834;0
6.9892;0
6.995;0
7.0008;0
7.0066;0
7.0124;0
7.0182;0
7.024;0
7.0298;0
7.0356;0
7.0415;0
7.0473;0
7.0531;0
7.0589;0
7.0647;0
7.0705;0
7.0763;0
7.0821;0
7.0879;0
7.0937;0
7.0995;0
7.1053;0
7.1111;0
7.1169;0
7.1227;0
7.1285;0
7.1343;0
7.1401;0
7.1459;0
7.1517;0
7.1576;0
7.1634;0
7.1692;0
7.175;0
7.1808;0
7.1866;0
7.1924;0
7.1982;0
7.204;0
7.2098;0
7.2156;0
7.2214;0
7.2272;0
7.233;361.54
7.2388;359.46
7.2446;351.25
7.2504;343.23
7.2562;343.23
7.262;343.23
7.2678;343.23
7.2737;343.23
7.2795;343.23
7.2853;343.23
7.2911;343.23
7.2969;345.22
7.3027;345.22
7.3085;347.22
7.3143;347.22
7.3201;349.23
7.3259;349.23
7.3317;349.23
7.3375;351.25
7.3433;351.25
7.3491;353.29
7.3549;355.33
7.3607;355.33
7.3665;357.39
7.3723;359.46
7.3781;361.54
7.3839;361.54
7.3898;363.64
7.3956;365.74
7.4014;365.74
7.4072;365.74
7.413;365.74
7.4188;365.74
7.4246;365.74
7.4304;365.74
7.4362;367.86
7.442;0
7.4478;0
7.4536;0
7.4594;0
7.4652;0
7.471;0
7.4768;0
7.4826;0
7.4884;0
7.4942;0
7.5;0
7.5059;0
7.5117;0
7.5175;0
7.5233;0
7.5291;0
7.5349;0
7.5407;0
7.5465;0
7.5523;0
7.5581;0
7.5639;363.64
7.5697;355.33
7.5755;347.22
7.5813;341.25
7.5871;341.25
7.5929;339.29
7.5987;339.29
7.6045;337.33
7.6103;337.33
7.6161;337.33
7.622;337.33
7.6278;337.33
7.6336;337.33
7.6394;337.33
7.6452;337.33
7.651;337.33
7.6568;337.33
7.6626;335.39
7.6684;335.39
7.6742;335.39
7.68;333.46
7.6858;331.54
7.6916;329.63
7.6974;327.73
7.7032;320.24
7.709;312.93
7.7148;311.13
7.7206;309.34
7.7264;302.27
7.7322;297.08
7.738;297.08
7.7439;304.02
7.7497;311.13
7.7555;0
7.7613;0
7.7671;0
7.7729;0
7.7787;0
7.7845;0
7.7903;0
7.7961;0
7.8019;0
7.8077;311.13
7.8135;311.13
7.8193;311.13
7.8251;309.34
7.8309;305.78
7.8367;298.8
7.8425;291.97
7.8483;285.3
7.8541;278.79
7.86;272.42
7.8658;269.29
7.8716;266.2
7.8774;260.12
7.8832;254.18
7.889;248.37
7.8948;245.52
7.9006;246.94
7.9064;251.26
7.9122;257.13
7.918;261.63
7.9238;261.63
7.9296;261.63
7.9354;260.12
7.9412;257.13
7.947;255.65
7.9528;254.18
7.9586;254.18
7.9644;252.71
7.9702;252.71
7.9761;251.26
7.9819;249.81
7.9877;248.37
7.9935;248.37
7.9993;248.37
8.0051;249.81
8.0109;249.81
8.0167;249.81
8.0225;248.37
8.0283;248.37
8.0341;248.37
8.0399;248.37
8.0457;249.81
8.0515;248.37
8.0573;248.37
8.0631;246.94
8.0689;244.11
8.0747;239.91
8.0805;0
8.0863;0
8.0922;0
8.098;0
8.1038;0
8.1096;0
8.1154;0
8.1212;0
8.127;0
8.1328;0
8.1386;0
8.1444;0
8.1502;0
8.156;0
8.1618;0
8.1676;0
8.1734;0
8.1792;0
8.185;0
8.1908;0
8.1966;0
8.2024;0
8.2083;0
8.2141;0
8.2199;0
8.2257;0
8.2315;0
8.2373;0
8.2431;0
8.2489;0
8.2547;0
8.2605;0
8.2663;0
8.2721;0
8.2779;0
8.2837;0
8.2895;0
8.2953;0
8.3011;251.26
8.3069;254.18
8.3127;255.65
8.3185;252.71
8.3244;251.26
8.3302;249.81
8.336;249.81
8.3418;249.81
8.3476;249.81
8.3534;249.81
8.3592;248.37
8.365;246.94
8.3708;245.52
8.3766;244.11
8.3824;244.11
8.3882;244.11
8.394;242.7
8.3998;242.7
8.4056;242.7
8.4114;241.3
8.4172;241.3
8.423;239.91
8.4288;239.91
8.4346;239.91
8.4405;239.91
8.4463;238.53
8.4521;238.53
8.4579;238.53
8.4637;239.91
8.4695;239.91
8.4753;241.3
8.4811;241.3
8.4869;241.3
8.4927;241.3
8.4985;241.3
8.5043;239.91
8.5101;239.91
8.5159;238.53
8.5217;235.79
8.5275;234.43
8.5333;233.08
8.5391;231.74
8.5449;229.08
8.5507;227.76
8.5566;225.14
8.5624;222.56
8.5682;220
8.574;217.47
8.5798;214.98
8.5856;212.51
8.5914;210.07
8.5972;207.65
8.603;204.09
8.6088;200.58
8.6146;197.13
8.6204;192.63
8.6262;189.32
8.632;186.07
8.6378;182.87
8.6436;179.73
8.6494;175.63
8.6552;171.61
8.661;167.69
8.6668;163.86
8.6727;161.05
8.6785;157.37
8.6843;153.78
8.6901;150.26
8.6959;146.83
8.7017;142.65
8.7075;139.39
8.7133;136.21
8.7191;133.1
8.7249;130.06
8.7307;127.09
8.7365;124.19
8.7423;121.35
8.7481;118.58
8.7539;115.87
8.7597;113.22
8.7655;110.64
8.7713;108.11
8.7771;105.64
8.7829;103.23
8.7888;100.87
8.7946;98.567
8.8004;96.873
8.8062;94.661
8.812;93.034
8.8178;91.436
8.8236;89.865
8.8294;88.322
8.8352;86.804
8.841;86.804
8.8468;86.304
8.8526;86.304
8.8584;85.313
8.8642;84.822
8.87;84.822
8.8758;84.333
8.8816;84.822
8.8874;84.822
8.8932;83.847
8.899;82.407
8.9049;82.407
8.9107;0
8.9165;0
8.9223;0
8.9281;0
8.9339;0
8.9397;0
8.9455;0
8.9513;0
8.9571;0
8.9629;0
8.9687;0
8.9745;0
8.9803;0
8.9861;0
8.9919;0
8.9977;0
9.0035;0
9.0093;0
9.0151;0
9.021;0
9.0268;0
9.0326;0
9.0384;0
9.0442;0
9.05;0
9.0558;0
9.0616;0
9.0674;0
9.0732;0
9.079;0
9.0848;0
9.0906;0
9.0964;0
9.1022;0
9.108;0
9.1138;0
9.1196;0
9.1254;0
9.1312;0
9.1371;0
9.1429;0
9.1487;0
9.1545;0
9.1603;0
9.1661;0
9.1719;0
9.1777;0
9.1835;0
9.1893;0
9.1951;0
9.2009;0
9.2067;0
9.2125;0
9.2183;0
9.2241;0
9.2299;0
9.2357;0
9.2415;0
9.2473;0
9.2532;0
9.259;0
9.2648;0
9.2706;0
9.2764;0
9.2822;0
9.288;0
9.2938;0
9.2996;0
9.3054;0
9.3112;0
9.317;0
9.3228;0
9.3286;0
9.3344;0
9.3402;0
9.346;0
9.3518;0
9.3576;0
9.3634;0
9.3693;0
9.3751;0
9.3809;0
9.3867;0
9.3925;0
9.3983;0
9.4041;0
9.4099;0
9.4157;0
9.4215;0
9.4273;0
9.4331;0
9.4389;0
9.4447;0
9.4505;0
9.4563;0
9.4621;0
9.4679;0
9.4737;0
9.4795;0
9.4854;0
9.4912;0
9.497;0
9.5028;0
9.5086;0
9.5144;0
9.5202;0
9.526;0
9.5318;0
9.5376;0
9.5434;0
9.5492;0
9.555;0
9.5608;0
9.5666;0
9.5724;0
9.5782;0
9.584;0
9.5898;0
9.5956;0
9.6015;0
9.6073;0
9.6131;0
9.6189;0
9.6247;0
9.6305;0
9.6363;0
9.6421;0
9.6479;0
9.6537;0
9.6595;0
9.6653;0
9.6711;0
9.6769;0
9.6827;0
9.6885;0
9.6943;0
9.7001;0
9.7059;0
9.7117;0
9.7176;0
9.7234;0
9.7292;0
9.735;0
9.7408;0
9.7466;0
9.7524;0
9.7582;0
9.764;0
9.7698;0
9.7756;0
9.7814;0
9.7872;0
9.793;0
9.7988;0
9.8046;0
9.8104;0
9.8162;0
9.822;0
9.8278;0
9.8337;0
9.8395;0
9.8453;0
9.8511;0
9.8569;0
9.8627;0
9.8685;0
9.8743;0
9.8801;0
9.8859;0
9.8917;0
9.8975;0
9.9033;0
9.9091;0
9.9149;0
9.9207;0
9.9265;0
9.9323;0
9.9381;0
9.9439;0
9.9498;0
9.9556;0
9.9614;0
9.9672;0
9.973;0
9.9788;0
9.9846;0
9.9904;0
9.9962;0
10.002;0
10.008;0
10.014;0
10.019;0
10.025;0
10.031;0
10.037;0
10.043;0
10.048;0
10.054;0
10.06;0
10.066;0
10.072;0
10.077;0
10.083;0
10.089;0
10.095;0
10.101;0
10.106;0
10.112;0
10.118;0
10.124;0
10.13;0
10.136;0
10.141;0
10.147;0
10.153;0
10.159;0
10.165;0
10.17;0
10.176;0
10.182;0
10.188;0
10.194;0
10.199;0
10.205;0
10.211;0
10.217;0
10.223;0
10.228;0
10.234;0
10.24;0
